Year,Calendar Day,Despatch Consumption Balance (Dcb) Or Internal Consumption Balance (Icb),Type Of Mode : Pithead Or Non-Pithead,"Number Of Coal Plants (UOM:Number), Scaling Factor:1","Capacity Of The Coal Plant (UOM:MW(MegaWatt)), Scaling Factor:1","Daily Requirement (UOM:t(Tonne)), Scaling Factor:1000","Domestic Stock (UOM:t(Tonne)), Scaling Factor:1000","Imported Stock  (UOM:t(Tonne)), Scaling Factor:1000","Normative Stock (UOM:t(Tonne)), Scaling Factor:1000","Percentage Of Actual Stock Vis-A-Vis Normative Stock  (UOM:%(Percentage)), Scaling Factor:1"
"Calendar Year (Jan - Dec), 2025",2025-10-07,ICB,Non-Pithead,17,18669.0,191.89,237.2,2902.3,4029.7,77
"Calendar Year (Jan - Dec), 2025",2025-10-06,DCB,Pithead,18,41640.0,582.55,7194.3,0.0,7573.1,94
"Calendar Year (Jan - Dec), 2025",2025-10-06,ICB,Non-Pithead,17,18669.0,191.89,243.7,2865.0,4029.7,77
"Calendar Year (Jan - Dec), 2025",2025-10-05,DCB,Pithead,18,41640.0,582.55,7227.7,0.0,7573.1,95
"Calendar Year (Jan - Dec), 2025",2025-10-05,ICB,Non-Pithead,17,18669.0,191.89,246.3,2838.1,4029.7,76
"Calendar Year (Jan - Dec), 2025",2025-10-04,DCB,Pithead,18,41640.0,582.55,7243.0,0.0,7573.1,95
"Calendar Year (Jan - Dec), 2025",2025-10-04,ICB,Non-Pithead,17,18669.0,191.89,225.3,3015.9,4029.7,80
"Calendar Year (Jan - Dec), 2025",2025-10-03,DCB,Pithead,18,41640.0,582.55,7343.7,0.0,7573.1,96
"Calendar Year (Jan - Dec), 2025",2025-10-03,ICB,Non-Pithead,17,18669.0,191.89,210.3,3027.0,4029.7,80
"Calendar Year (Jan - Dec), 2025",2025-10-02,DCB,Pithead,18,41640.0,582.55,7425.5,0.0,7573.1,98
"Calendar Year (Jan - Dec), 2025",2025-10-02,ICB,Non-Pithead,17,18669.0,191.89,19083.6,11778.6,4029.7,765
"Calendar Year (Jan - Dec), 2025",2025-10-01,DCB,Pithead,18,41640.0,582.55,7448.7,0.0,7573.1,98
"Calendar Year (Jan - Dec), 2025",2025-10-01,ICB,Non-Pithead,17,18669.0,191.89,172.8,2854.3,4029.7,75
"Calendar Year (Jan - Dec), 2025",2025-09-30,DCB,Pithead,18,41640.0,582.55,7497.1,0.0,6990.7,107
"Calendar Year (Jan - Dec), 2025",2025-09-30,ICB,Non-Pithead,17,18669.0,191.89,158.6,2885.3,3838.1,79
"Calendar Year (Jan - Dec), 2025",2025-09-29,DCB,Pithead,18,41640.0,582.55,7481.1,0.0,6990.7,107
"Calendar Year (Jan - Dec), 2025",2025-09-29,ICB,Non-Pithead,17,18669.0,191.89,160.8,2936.9,3838.1,80
"Calendar Year (Jan - Dec), 2025",2025-09-28,DCB,Pithead,18,41640.0,582.55,7480.9,0.0,6990.7,107
"Calendar Year (Jan - Dec), 2025",2025-09-28,ICB,Non-Pithead,17,18669.0,191.89,166.9,2939.2,3838.1,80
"Calendar Year (Jan - Dec), 2025",2025-09-27,DCB,Pithead,18,41640.0,582.55,7475.7,0.0,6990.7,106
"Calendar Year (Jan - Dec), 2025",2025-09-27,ICB,Non-Pithead,17,18669.0,191.89,171.4,2914.2,3838.1,80
"Calendar Year (Jan - Dec), 2025",2025-09-25,DCB,Pithead,18,41640.0,582.55,7604.5,0.0,6990.7,108
"Calendar Year (Jan - Dec), 2025",2025-09-25,ICB,Non-Pithead,17,18669.0,191.89,176.3,2922.2,3838.1,80
"Calendar Year (Jan - Dec), 2025",2025-09-24,DCB,Pithead,18,41640.0,582.55,7693.9,0.0,6990.7,110
"Calendar Year (Jan - Dec), 2025",2025-09-24,ICB,Non-Pithead,17,18669.0,191.89,177.8,2934.4,3838.1,81
"Calendar Year (Jan - Dec), 2025",2025-09-23,DCB,Pithead,18,41640.0,582.55,7783.9,0.0,6990.7,111
"Calendar Year (Jan - Dec), 2025",2025-09-23,ICB,Non-Pithead,17,18669.0,191.89,181.7,2958.9,3838.1,81
"Calendar Year (Jan - Dec), 2025",2025-09-22,DCB,Pithead,18,41640.0,582.55,7818.2,0.0,6990.7,111
"Calendar Year (Jan - Dec), 2025",2025-09-22,ICB,Non-Pithead,17,18669.0,191.89,188.4,2946.0,3838.1,81
"Calendar Year (Jan - Dec), 2025",2025-09-21,DCB,Pithead,18,41640.0,582.55,7859.2,0.0,6990.7,112
"Calendar Year (Jan - Dec), 2025",2025-09-21,ICB,Non-Pithead,17,18669.0,191.89,196.0,2933.8,3838.1,81
"Calendar Year (Jan - Dec), 2025",2025-09-20,DCB,Pithead,18,41640.0,582.55,7872.4,0.0,6990.7,112
"Calendar Year (Jan - Dec), 2025",2025-09-20,ICB,Non-Pithead,17,18669.0,191.89,203.6,2903.5,3838.1,80
"Calendar Year (Jan - Dec), 2025",2025-09-19,DCB,Pithead,18,41640.0,582.55,7925.8,0.0,6990.7,113
"Calendar Year (Jan - Dec), 2025",2025-09-19,ICB,Non-Pithead,17,18669.0,191.89,206.2,2910.8,3838.1,81
"Calendar Year (Jan - Dec), 2025",2025-09-18,DCB,Pithead,18,41640.0,582.55,8031.3,0.0,6990.7,114
"Calendar Year (Jan - Dec), 2025",2025-09-18,ICB,Non-Pithead,17,18669.0,191.89,207.7,2938.2,3838.1,81
"Calendar Year (Jan - Dec), 2025",2025-09-17,DCB,Pithead,18,41640.0,582.55,8107.0,0.0,6990.7,115
"Calendar Year (Jan - Dec), 2025",2025-09-17,ICB,Non-Pithead,17,18669.0,191.89,210.9,2972.5,3838.1,82
"Calendar Year (Jan - Dec), 2025",2025-09-16,DCB,Pithead,18,41640.0,582.55,8175.2,0.0,6990.7,116
"Calendar Year (Jan - Dec), 2025",2025-09-16,ICB,Non-Pithead,17,18669.0,191.89,213.6,2939.6,3838.1,82
"Calendar Year (Jan - Dec), 2025",2025-09-15,DCB,Pithead,18,41640.0,582.55,8179.4,0.0,6990.7,117
"Calendar Year (Jan - Dec), 2025",2025-09-15,ICB,Non-Pithead,17,18669.0,191.89,213.8,2951.3,3838.1,82
"Calendar Year (Jan - Dec), 2025",2025-09-14,DCB,Pithead,18,41640.0,582.55,8176.4,0.0,6990.7,116
"Calendar Year (Jan - Dec), 2025",2025-09-14,ICB,Non-Pithead,17,18669.0,191.89,217.2,2976.8,3838.1,83
"Calendar Year (Jan - Dec), 2025",2025-09-13,DCB,Pithead,18,41640.0,582.55,8120.1,0.0,6990.7,116
"Calendar Year (Jan - Dec), 2025",2025-09-13,ICB,Non-Pithead,17,18669.0,191.89,219.0,3004.2,3838.1,83
"Calendar Year (Jan - Dec), 2025",2025-09-12,DCB,Pithead,18,41640.0,582.55,8094.8,0.0,6990.7,115
"Calendar Year (Jan - Dec), 2025",2025-09-12,ICB,Non-Pithead,17,18669.0,191.89,221.6,2990.9,3838.1,83
"Calendar Year (Jan - Dec), 2025",2025-09-11,DCB,Pithead,18,41640.0,582.55,8060.4,0.0,6990.7,115
"Calendar Year (Jan - Dec), 2025",2025-09-11,ICB,Non-Pithead,17,18669.0,191.89,225.9,2976.8,3838.1,83
"Calendar Year (Jan - Dec), 2025",2025-09-08,DCB,Pithead,18,41640.0,582.55,8011.8,0.0,6990.7,114
"Calendar Year (Jan - Dec), 2025",2025-09-08,ICB,Non-Pithead,17,18669.0,191.89,222.8,3036.6,3838.1,84
"Calendar Year (Jan - Dec), 2025",2025-09-07,DCB,Pithead,18,41640.0,582.55,7997.4,0.0,6990.7,114
"Calendar Year (Jan - Dec), 2025",2025-09-07,ICB,Non-Pithead,17,18669.0,191.89,203.4,3055.5,3838.1,84
"Calendar Year (Jan - Dec), 2025",2025-09-06,DCB,Pithead,18,41640.0,582.55,7917.9,0.0,6990.7,113
"Calendar Year (Jan - Dec), 2025",2025-09-06,ICB,Non-Pithead,17,18669.0,191.89,183.5,3042.3,3838.1,84
"Calendar Year (Jan - Dec), 2025",2025-09-05,DCB,Pithead,18,41640.0,582.55,7909.3,0.0,6990.7,113
"Calendar Year (Jan - Dec), 2025",2025-09-05,ICB,Non-Pithead,17,18669.0,191.89,165.5,3031.5,3838.1,83
"Calendar Year (Jan - Dec), 2025",2025-09-04,DCB,Pithead,18,41640.0,582.55,7893.4,0.0,6990.7,112
"Calendar Year (Jan - Dec), 2025",2025-09-04,ICB,Non-Pithead,17,18669.0,191.89,156.0,2988.3,3838.1,81
"Calendar Year (Jan - Dec), 2025",2025-09-02,DCB,Pithead,18,41640.0,582.55,7957.7,0.0,6990.7,113
"Calendar Year (Jan - Dec), 2025",2025-09-02,ICB,Non-Pithead,17,18669.0,191.89,159.0,2901.3,3838.1,79
"Calendar Year (Jan - Dec), 2025",2025-09-01,DCB,Pithead,18,41640.0,582.55,7911.2,0.0,6990.7,113
"Calendar Year (Jan - Dec), 2025",2025-09-01,ICB,Non-Pithead,17,18669.0,191.89,201.0,2843.8,3838.1,79
"Calendar Year (Jan - Dec), 2025",2025-08-31,DCB,Pithead,18,41640.0,582.55,7795.3,0.0,7573.1,102
"Calendar Year (Jan - Dec), 2025",2025-08-31,ICB,Non-Pithead,17,18669.0,191.89,190.4,2840.3,4029.7,75
"Calendar Year (Jan - Dec), 2025",2025-08-30,DCB,Pithead,18,41640.0,582.55,7684.9,0.0,7573.1,101
"Calendar Year (Jan - Dec), 2025",2025-08-30,ICB,Non-Pithead,17,18319.0,188.32,167.2,2854.9,3954.7,76
"Calendar Year (Jan - Dec), 2025",2025-08-27,DCB,Pithead,18,41640.0,582.55,7696.2,0.0,7573.1,101
"Calendar Year (Jan - Dec), 2025",2025-08-27,ICB,Non-Pithead,17,18319.0,188.32,145.6,2888.6,3954.7,76
"Calendar Year (Jan - Dec), 2025",2025-08-26,DCB,Pithead,18,41640.0,582.55,7694.2,0.0,7573.1,101
"Calendar Year (Jan - Dec), 2025",2025-08-26,ICB,Non-Pithead,17,18319.0,188.32,144.9,2931.1,3954.7,77
"Calendar Year (Jan - Dec), 2025",2025-08-25,DCB,Pithead,18,41640.0,582.55,7714.8,0.0,7573.1,101
"Calendar Year (Jan - Dec), 2025",2025-08-25,ICB,Non-Pithead,17,18319.0,188.32,145.3,2949.2,3954.7,78
"Calendar Year (Jan - Dec), 2025",2025-08-24,DCB,Pithead,18,41640.0,582.55,7716.8,0.0,7573.1,101
"Calendar Year (Jan - Dec), 2025",2025-08-24,ICB,Non-Pithead,17,18319.0,188.32,145.2,2969.5,3954.7,78
"Calendar Year (Jan - Dec), 2025",2025-08-21,DCB,Pithead,18,41640.0,582.55,7853.8,0.0,7573.1,103
"Calendar Year (Jan - Dec), 2025",2025-08-21,ICB,Non-Pithead,17,18319.0,188.32,146.1,3105.6,3954.7,82
"Calendar Year (Jan - Dec), 2025",2025-08-20,DCB,Pithead,18,41640.0,582.55,7847.4,0.0,7573.1,103
"Calendar Year (Jan - Dec), 2025",2025-08-20,ICB,Non-Pithead,17,18319.0,188.32,146.7,3136.6,3954.7,83
"Calendar Year (Jan - Dec), 2025",2025-08-19,DCB,Pithead,18,41640.0,582.55,7817.4,0.0,7573.1,103
"Calendar Year (Jan - Dec), 2025",2025-08-19,ICB,Non-Pithead,17,18319.0,188.32,147.4,3167.6,3954.7,83
"Calendar Year (Jan - Dec), 2025",2025-08-18,DCB,Pithead,18,41640.0,582.55,7767.5,0.0,7573.1,102
"Calendar Year (Jan - Dec), 2025",2025-08-18,ICB,Non-Pithead,17,18319.0,188.32,148.6,3180.8,3954.7,84
"Calendar Year (Jan - Dec), 2025",2025-08-17,DCB,Pithead,18,41640.0,582.55,7751.0,0.0,7573.1,102
"Calendar Year (Jan - Dec), 2025",2025-08-17,ICB,Non-Pithead,17,18319.0,188.32,150.0,3187.5,3954.7,84
"Calendar Year (Jan - Dec), 2025",2025-08-16,DCB,Pithead,18,41640.0,582.55,7732.8,0.0,7573.1,102
"Calendar Year (Jan - Dec), 2025",2025-08-16,ICB,Non-Pithead,17,18319.0,188.32,151.3,3211.1,3954.7,85
"Calendar Year (Jan - Dec), 2025",2025-08-15,DCB,Pithead,18,41640.0,582.55,7753.8,0.0,7573.1,102
"Calendar Year (Jan - Dec), 2025",2025-08-15,ICB,Non-Pithead,17,18319.0,188.32,151.7,3230.3,3954.7,85
"Calendar Year (Jan - Dec), 2025",2025-08-14,DCB,Pithead,18,41640.0,582.55,7723.6,0.0,7573.1,101
"Calendar Year (Jan - Dec), 2025",2025-08-14,ICB,Non-Pithead,17,18319.0,188.32,152.0,3253.2,3954.7,86
"Calendar Year (Jan - Dec), 2025",2025-08-13,DCB,Pithead,18,41640.0,582.55,7726.0,0.0,7573.1,102
"Calendar Year (Jan - Dec), 2025",2025-08-13,ICB,Non-Pithead,17,18319.0,188.32,153.3,3293.1,3954.7,87
"Calendar Year (Jan - Dec), 2025",2025-08-12,DCB,Pithead,18,41640.0,582.55,7782.8,0.0,7573.1,102
"Calendar Year (Jan - Dec), 2025",2025-08-12,ICB,Non-Pithead,17,18319.0,188.32,154.9,3281.2,3954.7,86
"Calendar Year (Jan - Dec), 2025",2025-08-11,DCB,Pithead,18,41640.0,582.55,7820.4,0.0,7573.1,103
"Calendar Year (Jan - Dec), 2025",2025-08-11,ICB,Non-Pithead,17,18319.0,188.32,155.4,3260.9,3954.7,86
"Calendar Year (Jan - Dec), 2025",2025-08-10,DCB,Pithead,18,41640.0,582.55,7784.2,0.0,7573.1,102
"Calendar Year (Jan - Dec), 2025",2025-08-10,ICB,Non-Pithead,17,18319.0,188.32,156.0,3276.8,3954.7,86
"Calendar Year (Jan - Dec), 2025",2025-08-08,DCB,Pithead,18,41640.0,582.55,7631.0,0.0,7573.1,100
"Calendar Year (Jan - Dec), 2025",2025-08-08,ICB,Non-Pithead,17,18319.0,188.32,156.4,3226.4,3954.7,85
"Calendar Year (Jan - Dec), 2025",2025-08-07,DCB,Pithead,18,41640.0,582.55,7657.5,0.0,7573.1,101
"Calendar Year (Jan - Dec), 2025",2025-08-07,ICB,Non-Pithead,17,18319.0,188.32,157.1,3254.9,3954.7,86
"Calendar Year (Jan - Dec), 2025",2025-08-06,DCB,Pithead,18,41640.0,582.55,7605.4,0.0,7573.1,100
"Calendar Year (Jan - Dec), 2025",2025-08-06,ICB,Non-Pithead,17,18319.0,188.32,156.3,3282.3,3954.7,86
"Calendar Year (Jan - Dec), 2025",2025-08-05,DCB,Pithead,18,41640.0,582.55,7591.6,0.0,7573.1,100
"Calendar Year (Jan - Dec), 2025",2025-08-05,ICB,Non-Pithead,17,18319.0,188.32,157.3,3299.3,3954.7,87
"Calendar Year (Jan - Dec), 2025",2025-08-04,DCB,Pithead,18,41640.0,582.55,7567.0,0.0,7573.1,99
"Calendar Year (Jan - Dec), 2025",2025-08-04,ICB,Non-Pithead,17,18319.0,188.32,157.9,3346.1,3954.7,88
"Calendar Year (Jan - Dec), 2025",2025-08-03,DCB,Pithead,18,41640.0,582.55,7603.1,0.0,7573.1,100
"Calendar Year (Jan - Dec), 2025",2025-08-03,ICB,Non-Pithead,17,18319.0,188.32,157.8,3387.8,3954.7,89
"Calendar Year (Jan - Dec), 2025",2025-08-02,DCB,Pithead,18,41640.0,582.55,7607.3,0.0,7573.1,100
"Calendar Year (Jan - Dec), 2025",2025-08-02,ICB,Non-Pithead,17,18319.0,188.32,155.9,3373.2,3954.7,89
"Calendar Year (Jan - Dec), 2025",2025-08-01,DCB,Pithead,18,41640.0,582.55,7598.0,0.0,7573.1,100
"Calendar Year (Jan - Dec), 2025",2025-08-01,ICB,Non-Pithead,17,18319.0,188.32,156.0,3375.6,3954.7,89
"Calendar Year (Jan - Dec), 2025",2025-07-31,DCB,Pithead,18,41640.0,582.55,7625.7,0.0,8155.4,93
"Calendar Year (Jan - Dec), 2025",2025-07-31,ICB,Non-Pithead,17,18319.0,188.32,157.6,3378.1,4143.1,85
"Calendar Year (Jan - Dec), 2025",2025-07-30,DCB,Pithead,18,41640.0,582.55,7614.1,0.0,8155.4,93
"Calendar Year (Jan - Dec), 2025",2025-07-30,ICB,Non-Pithead,17,18319.0,188.32,156.5,3381.1,4143.1,85
"Calendar Year (Jan - Dec), 2025",2025-07-29,DCB,Pithead,18,41640.0,582.55,7648.0,0.0,8155.4,93
"Calendar Year (Jan - Dec), 2025",2025-07-29,ICB,Non-Pithead,17,18319.0,188.32,154.2,3378.9,4143.1,85
"Calendar Year (Jan - Dec), 2025",2025-07-28,DCB,Pithead,18,41640.0,582.55,7647.6,0.0,8155.4,93
"Calendar Year (Jan - Dec), 2025",2025-07-28,ICB,Non-Pithead,17,18319.0,188.32,153.5,3390.1,4143.1,85
"Calendar Year (Jan - Dec), 2025",2025-07-27,DCB,Pithead,18,41640.0,582.55,7707.0,8.0,8155.4,94
"Calendar Year (Jan - Dec), 2025",2025-07-27,ICB,Non-Pithead,17,18319.0,188.32,168.4,3244.2,4143.1,82
"Calendar Year (Jan - Dec), 2025",2025-07-24,DCB,Pithead,18,41640.0,582.55,7882.8,0.0,8155.4,96
"Calendar Year (Jan - Dec), 2025",2025-07-24,ICB,Non-Pithead,17,18319.0,188.32,140.6,3132.8,4143.1,79
"Calendar Year (Jan - Dec), 2025",2025-07-23,DCB,Pithead,18,41640.0,582.55,7945.3,0.0,8155.4,97
"Calendar Year (Jan - Dec), 2025",2025-07-23,ICB,Non-Pithead,17,18319.0,188.32,121.2,3182.8,4143.1,79
"Calendar Year (Jan - Dec), 2025",2025-07-22,DCB,Pithead,18,41640.0,582.55,7910.5,0.0,8155.4,96
"Calendar Year (Jan - Dec), 2025",2025-07-22,ICB,Non-Pithead,17,18319.0,188.32,97.4,3182.6,4143.1,79
"Calendar Year (Jan - Dec), 2025",2025-07-21,DCB,Pithead,18,41640.0,582.55,7923.9,0.0,8155.4,97
"Calendar Year (Jan - Dec), 2025",2025-07-21,ICB,Non-Pithead,17,18319.0,188.32,77.9,3197.0,4143.1,79
"Calendar Year (Jan - Dec), 2025",2025-07-20,DCB,Pithead,18,41640.0,582.55,8057.8,0.0,8155.4,98
"Calendar Year (Jan - Dec), 2025",2025-07-20,ICB,Non-Pithead,17,17969.0,184.75,63.2,3235.5,4064.5,81
"Calendar Year (Jan - Dec), 2025",2025-07-19,DCB,Pithead,18,41640.0,582.55,8106.1,0.0,8155.4,99
"Calendar Year (Jan - Dec), 2025",2025-07-19,ICB,Non-Pithead,17,17969.0,184.75,66.6,3269.9,4064.5,82
"Calendar Year (Jan - Dec), 2025",2025-07-18,DCB,Pithead,18,41640.0,582.55,8176.6,0.0,8155.4,100
"Calendar Year (Jan - Dec), 2025",2025-07-18,ICB,Non-Pithead,17,17969.0,184.75,70.2,3303.6,4064.5,83
"Calendar Year (Jan - Dec), 2025",2025-07-17,DCB,Pithead,18,41640.0,582.55,8248.2,0.0,8155.4,101
"Calendar Year (Jan - Dec), 2025",2025-07-17,ICB,Non-Pithead,17,17969.0,184.75,73.7,3323.4,4064.5,83
"Calendar Year (Jan - Dec), 2025",2025-07-16,DCB,Pithead,18,41640.0,582.55,8341.8,0.0,8155.4,102
"Calendar Year (Jan - Dec), 2025",2025-07-16,ICB,Non-Pithead,17,17969.0,184.75,77.2,3336.5,4064.5,83
"Calendar Year (Jan - Dec), 2025",2025-07-15,DCB,Pithead,18,41640.0,582.55,8419.2,0.0,8155.4,103
"Calendar Year (Jan - Dec), 2025",2025-07-15,ICB,Non-Pithead,17,17969.0,184.75,80.6,3368.5,4064.5,84
"Calendar Year (Jan - Dec), 2025",2025-07-14,DCB,Pithead,18,41640.0,582.552192,8487.3,0.0,8155.400000000001,104
"Calendar Year (Jan - Dec), 2025",2025-07-14,ICB,Non-Pithead,17,17969.0,184.75441559999996,102.1,3364.7,4064.5000000000005,85
"Calendar Year (Jan - Dec), 2025",2025-07-13,DCB,Pithead,18,41640.0,582.552192,8514.4,0.0,8155.400000000001,104
"Calendar Year (Jan - Dec), 2025",2025-07-13,ICB,Non-Pithead,17,17969.0,184.75441559999996,105.6,3402.8,4064.5000000000005,86
"Calendar Year (Jan - Dec), 2025",2025-07-12,DCB,Pithead,18,41640.0,582.552192,8488.3,0.0,8155.400000000001,104
"Calendar Year (Jan - Dec), 2025",2025-07-12,ICB,Non-Pithead,17,17969.0,184.75441559999996,109.6,3393.9,4064.5000000000005,86
"Calendar Year (Jan - Dec), 2025",2025-07-11,DCB,Pithead,18,41640.0,582.552192,8562.6,0.0,8155.400000000001,104
"Calendar Year (Jan - Dec), 2025",2025-07-11,ICB,Non-Pithead,17,17969.0,184.75441559999996,112.6,3372.1,4064.5000000000005,85
"Calendar Year (Jan - Dec), 2025",2025-07-10,DCB,Pithead,18,41640.0,582.552192,8663.5,0.0,8155.400000000001,106
"Calendar Year (Jan - Dec), 2025",2025-07-10,ICB,Non-Pithead,17,17969.0,184.75441559999996,116.1,3366.7,4064.5000000000005,85
"Calendar Year (Jan - Dec), 2025",2025-07-09,DCB,Pithead,18,41640.0,582.552192,8779.1,0.0,8155.400000000001,107
"Calendar Year (Jan - Dec), 2025",2025-07-09,ICB,Non-Pithead,17,17969.0,184.75441559999996,119.5,3366.7,4064.5000000000005,85
"Calendar Year (Jan - Dec), 2025",2025-07-08,DCB,Pithead,18,41640.0,582.552192,8932.5,0.0,8155.400000000001,109
"Calendar Year (Jan - Dec), 2025",2025-07-08,ICB,Non-Pithead,17,17969.0,184.75441559999996,122.9,3333.6,4064.5000000000005,85
"Calendar Year (Jan - Dec), 2025",2025-07-07,DCB,Pithead,18,41640.0,582.552192,9047.4,0.0,8155.400000000001,110
"Calendar Year (Jan - Dec), 2025",2025-07-07,ICB,Non-Pithead,17,17969.0,184.75441559999996,126.2,3345.6,4064.5000000000005,85
"Calendar Year (Jan - Dec), 2025",2025-07-06,DCB,Pithead,18,41640.0,582.552192,9166.8,0.0,8155.400000000001,112
"Calendar Year (Jan - Dec), 2025",2025-07-06,ICB,Non-Pithead,17,17969.0,184.75441559999996,129.5,3379.6,4064.5000000000005,86
"Calendar Year (Jan - Dec), 2025",2025-07-04,DCB,Pithead,18,41640.0,582.552192,9317.3,0.0,9902.999999999998,94
"Calendar Year (Jan - Dec), 2025",2025-07-04,ICB,Non-Pithead,17,17969.0,184.75441559999996,136.6,3354.2,4803.500000000001,72
"Calendar Year (Jan - Dec), 2025",2025-07-03,DCB,Pithead,18,41640.0,582.552192,9425.1,0.0,9902.999999999998,95
"Calendar Year (Jan - Dec), 2025",2025-07-03,ICB,Non-Pithead,17,17969.0,184.75441559999996,136.3,3333.8,4803.500000000001,72
"Calendar Year (Jan - Dec), 2025",2025-07-02,DCB,Pithead,18,41640.0,582.552192,9569.8,0.0,9902.999999999998,96
"Calendar Year (Jan - Dec), 2025",2025-07-02,ICB,Non-Pithead,17,17969.0,184.75441559999996,130.6,3295.8,4803.500000000001,71
"Calendar Year (Jan - Dec), 2025",2025-07-01,DCB,Pithead,18,41640.0,582.552192,9630.9,0.0,9902.999999999998,97
"Calendar Year (Jan - Dec), 2025",2025-07-01,ICB,Non-Pithead,17,17969.0,184.75441559999996,122.4,3249.7,4803.500000000001,70
"Calendar Year (Jan - Dec), 2025",2025-06-30,DCB,Pithead,18,41640.0,582.552192,9645.3,0.0,9902.999999999998,97
"Calendar Year (Jan - Dec), 2025",2025-06-30,ICB,Non-Pithead,17,17969.0,184.75441559999996,111.7,3252.3,4803.500000000001,70
"Calendar Year (Jan - Dec), 2025",2025-06-29,DCB,Pithead,18,41640.0,582.552192,9680.4,0.0,9902.999999999998,97
"Calendar Year (Jan - Dec), 2025",2025-06-29,ICB,Non-Pithead,17,17969.0,184.75441559999996,82.1,3282.4,4803.500000000001,70
"Calendar Year (Jan - Dec), 2025",2025-06-28,DCB,Pithead,18,41640.0,582.552192,9680.1,0.0,9902.999999999998,97
"Calendar Year (Jan - Dec), 2025",2025-06-28,ICB,Non-Pithead,17,17969.0,184.75441559999996,86.2,3199.5,4803.500000000001,68
"Calendar Year (Jan - Dec), 2025",2025-06-27,DCB,Pithead,18,41640.0,582.552192,9718.6,0.0,9902.999999999998,98
"Calendar Year (Jan - Dec), 2025",2025-06-27,ICB,Non-Pithead,17,17969.0,184.75441559999996,90.2,3171.5,4803.500000000001,67
"Calendar Year (Jan - Dec), 2025",2025-06-26,DCB,Pithead,18,41640.0,582.552192,9790.2,0.0,9902.999999999998,98
"Calendar Year (Jan - Dec), 2025",2025-06-26,ICB,Non-Pithead,17,17969.0,184.75441559999996,94.2,3127.1,4803.500000000001,67
"Calendar Year (Jan - Dec), 2025",2025-06-25,DCB,Pithead,18,41640.0,582.552192,9859.4,0.0,9902.999999999998,99
"Calendar Year (Jan - Dec), 2025",2025-06-25,ICB,Non-Pithead,17,17969.0,184.75441559999996,97.6,3111.0,4803.500000000001,66
"Calendar Year (Jan - Dec), 2025",2025-06-22,DCB,Pithead,18,41640.0,582.552192,9968.6,0.0,9902.999999999998,100
"Calendar Year (Jan - Dec), 2025",2025-06-22,ICB,Non-Pithead,17,17969.0,184.75441559999996,106.7,2961.6,4803.500000000001,63
"Calendar Year (Jan - Dec), 2025",2025-06-21,DCB,Pithead,18,41640.0,582.552192,9967.7,0.0,9902.999999999998,100
"Calendar Year (Jan - Dec), 2025",2025-06-21,ICB,Non-Pithead,17,17969.0,184.75441559999996,106.7,2964.3,4803.500000000001,63
"Calendar Year (Jan - Dec), 2025",2025-06-20,DCB,Pithead,18,41640.0,582.552192,10005.5,0.0,9902.999999999998,101
"Calendar Year (Jan - Dec), 2025",2025-06-20,ICB,Non-Pithead,17,17969.0,184.75441559999996,106.7,2996.1,4803.500000000001,64
"Calendar Year (Jan - Dec), 2025",2025-06-19,DCB,Pithead,18,41640.0,582.552192,10058.9,0.0,9902.999999999998,101
"Calendar Year (Jan - Dec), 2025",2025-06-19,ICB,Non-Pithead,17,17969.0,184.75441559999996,106.7,3021.8,4803.500000000001,65
"Calendar Year (Jan - Dec), 2025",2025-06-18,DCB,Pithead,18,41640.0,582.552192,10086.2,0.0,9902.999999999998,101
"Calendar Year (Jan - Dec), 2025",2025-06-18,ICB,Non-Pithead,17,17969.0,184.75441559999996,110.5,2987.0,4803.500000000001,64
"Calendar Year (Jan - Dec), 2025",2025-06-17,DCB,Pithead,18,40980.0,572.386872,10067.3,0.0,9730.199999999999,103
"Calendar Year (Jan - Dec), 2025",2025-06-17,ICB,Non-Pithead,17,17969.0,184.75441559999996,110.5,2981.0,4803.500000000001,64
"Calendar Year (Jan - Dec), 2025",2025-06-16,DCB,Pithead,18,40980.0,572.386872,10053.9,0.0,9730.199999999999,103
"Calendar Year (Jan - Dec), 2025",2025-06-16,ICB,Non-Pithead,17,17969.0,184.75441559999996,110.5,2971.1,4803.500000000001,64
"Calendar Year (Jan - Dec), 2025",2025-06-15,DCB,Pithead,18,40980.0,572.386872,9895.9,0.0,9730.199999999999,101
"Calendar Year (Jan - Dec), 2025",2025-06-15,ICB,Non-Pithead,17,17969.0,184.75441559999996,110.5,2931.7,4803.500000000001,63
"Calendar Year (Jan - Dec), 2025",2025-06-14,DCB,Pithead,18,40980.0,572.386872,9875.2,0.0,9730.199999999999,101
"Calendar Year (Jan - Dec), 2025",2025-06-14,ICB,Non-Pithead,17,17969.0,184.75441559999996,114.5,2879.4,4803.500000000001,62
"Calendar Year (Jan - Dec), 2025",2025-06-13,DCB,Pithead,18,40980.0,572.386872,9910.6,0.0,9730.199999999999,101
"Calendar Year (Jan - Dec), 2025",2025-06-13,ICB,Non-Pithead,17,17969.0,184.75441559999996,116.5,2907.2,4803.500000000001,62
"Calendar Year (Jan - Dec), 2025",2025-06-12,DCB,Pithead,18,40980.0,572.386872,9904.9,0.0,9730.199999999999,101
